AMC Name,AMC Launch Date,Mutual Fund Name,AUM,Type,Scheme Launch Date,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return,Exit Load Per,Exit Load Days
MIRAE_ASSET,2019-04-26,Mirae Asset Hybrid Equity Fund Direct Growth,7573.15007112,Hybrid,2015-07-29,0.41,Aggressive Hybrid,27.964,5000,1000,180.97,4.7652783474,18.9190333093,22.82304598706,70.584663954829,77.94173527549,92.10310406126,0.0,1.0,365
DSP,1996-12-16,DSP Focus Direct Plan Growth,1893.7434,Equity,2013-01-01,1.04,Focused,40.736,100,100,260.182745,6.5606155126,21.264826811,15.108802470869,69.734608537241,73.410600228416,70.504075860921,308.40804941223,1.0,360
BNP Paribas,2007-03-01,BNP Paribas Multi Cap Fund Direct Growth,561.508,Equity,2013-01-02,1.01,Multi Cap,83.9294,5000,500,302.759117,-4.2690298593,20.4595358716,68.449466163602,70.409095523297,69.761139089456,103.62194027316,0.0,1.0,90
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Aggressive Hybrid Fund Direct   Growth,832.6326,Hybrid,2017-04-07,0.61,Aggressive Hybrid,22.8839,5000,500,130.864,4.872874619,20.1434243873,21.400025240839,70.613535923851,88.395815312301,101.6913614761,0.0,1.0,360
INDIABULLS,2008-04-10,Groww Large Cap Fund Direct Fund Growth,96.84451805,Equity,2013-01-01,1.01,Large Cap,36.79,500,500,247.222222,5.0420168067,19.0854239441,23.96694214876,68.312387791741,64.545853444493,66.963490650044,256.463878327,1.0,7
HSBC,2002-05-27,HSBC Focused Fund Direct   Growth,1408.81927124,Equity,2020-07-22,0.95,Focused,18.7586,5000,1000,89.144,6.0467932653,18.8411442789,17.921669846257,74.088800530152,0.0,0.0,0.0,1.0,365
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Equity Hybrid '95 Fund Direct Growth,7235.8656,Hybrid,2013-01-01,1.06,Aggressive Hybrid,1268.44,100,100,264.057664,4.04970389,15.2935730688,16.118799934182,69.457451207961,62.338973520089,59.097968487763,277.92157562775,1.0,90
Sundaram,1996-02-26,Sundaram Aggressive Hybrid Fund Direct Growth,3307.21852798,Hybrid,2013-01-02,0.76,Aggressive Hybrid,137.0779,100,100,298.984113,4.4165738122,16.777713807,21.99161512598,69.883627114808,73.530195102953,75.115272222468,257.87593239837,1.0,365
LIC,1994-04-20,LIC MF Flexi Cap Fund Direct Growth,441.502,Equity,2013-01-02,1.74,Flexi Cap,80.9213,5000,1000,195.555507,6.063850547,21.7649685686,22.319427232272,68.458669531887,69.795732202585,76.679228600467,216.06531574316,1.0,360
UTI,2002-11-14,UTI India Consumer Fund Direct Growth,510.852,Equity,2013-01-01,1.78,Sectoral / Thematic,44.8,5000,500,217.921127,2.2041511211,14.1028686971,20.567144806736,68.38351852059,82.037685939749,62.773709468643,223.49341473551,1.0,30
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Financial Planning FoF Aggressive Plan Direct Growth,169.8537,Other,2013-01-01,0.26,FoF Overseas/Domestic,41.6568,100,500,261.348992,4.1424265788,18.3032426299,22.742998352553,68.393267950115,80.451791205511,80.168929422738,293.24033930254,1.0,365
DSP,1996-12-16,DSP Equity & Bond Direct Growth,7829.5658,Hybrid,2013-01-01,0.76,Aggressive Hybrid,283.342,100,100,290.23207,4.1645599549,19.8255950189,17.31085138894,69.854205962252,81.084875235553,84.256447212642,329.98888855521,1.0,360
LIC,1994-04-20,LIC MF Large Cap Fund Direct Growth,700.3399,Equity,2012-12-31,1.39,Large Cap,47.2507,5000,1000,257.171359,4.8471165067,15.9639562408,19.356037980424,69.983621718166,74.113644416484,75.074528109821,271.20712248516,1.0,360
RELIANCE,1995-06-30,Nippon India Nifty Next 50 Junior BeES FoF Direct   Growth,189.0455,Other,2019-03-08,0.08,FoF Overseas/Domestic,16.6026,100,100,65.324,3.588413316,12.5993529712,14.194537693232,70.546122263714,69.948293053999,0.0,0.0,0.0,0
DSP,1996-12-16,DSP Nifty Next 50 Index Fund Direct   Growth,284.2819,Other,2019-02-21,0.3,Index,17.3788,100,100,74.314,3.7132674493,12.966443301,14.80866758875,71.299135220125,69.767623054597,0.0,0.0,0.0,0
PEERLESS,2009-12-04,Navi Equity Hybrid Fund Direct   Growth,87.533505,Hybrid,2018-04-30,0.42,Aggressive Hybrid,17.7772,10,10,78.693,5.5568682585,21.8956990348,27.679809080126,68.980027991073,70.603005480132,75.818369656122,0.0,0.0,0
UTI,2002-11-14,UTI Nifty Next 50 Index Fund Direct   Growth,2388.3036,Other,2018-06-28,0.34,Index,16.2553,5000,500,63.05,3.6844381136,12.7866357694,14.458803956392,70.953164809125,71.359207995712,58.083031160923,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Nifty Next 50 Index Direct Growth,2844.9891047,Other,2013-01-01,0.3,Index,40.939,100,100,272.445287,3.6898347112,12.7593497721,14.434802479044,70.704605919521,69.615249581793,56.188241200678,301.46940930332,0.0,0
JM_FINANCIAL,1994-09-15,JM Large Cap Fund Direct Plan Growth,46.93658623,Equity,2013-01-01,1.74,Large Cap,124.8233,1000,100,246.388794,6.1128207886,22.8169249714,28.119330657369,67.545907014329,78.776946841135,81.137407580613,264.01579797048,1.0,30
Tata,1995-06-30,Tata Retirement Savings Fund Progressive Plan Direct Growth,1426.61656546,Solution Oriented,2013-01-09,0.63,Retirement,55.7684,5000,150,355.064851,5.9082470188,21.6551232386,19.364629747733,66.801590471478,78.143930832725,72.245717064642,379.59549213695,1.0,1830
Shriram,1994-12-05,Shriram Flexi Cap Fund Direct   Growth,63.2848,Equity,2018-09-28,0.65,Flexi Cap,17.3819,5000,1000,75.997,5.7070782906,17.388462385,23.960754483088,67.53960094433,71.204972811019,0.0,0.0,1.0,360
HSBC,2002-05-27,HSBC Nifty Next 50 Index Fund Direct   Growth,68.34408655,Other,2020-04-16,0.35,Index,19.3872,5000,1000,94.482,3.675627842,12.5865462545,13.938719315718,70.001748251748,0.0,0.0,0.0,1.0,30
LIC,1994-04-20,LIC MF Nifty Next 50 Index Fund Direct Growth,56.1004,Other,2013-01-01,0.32,Index,35.9434,5000,500,266.984896,3.6859601095,12.9113575229,14.829016006063,70.044094413921,69.878257919831,57.076205287713,296.73213401551,0.0,0
Invesco,2006-07-24,Invesco India   Invesco Global Equity Income FoF Direct Growth,17.2213,Other,2014-05-05,0.72,FoF Overseas/Domestic,23.2098,1000,500,131.037,5.9695810515,27.1418036937,22.668868335262,66.942692188188,72.383510539078,66.493953850366,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential US Bluechip Equity Direct Plan Growth,2770.17312033,Equity,2013-01-02,1.1,Sectoral / Thematic,59.17,5000,100,443.117593,6.2410841655,28.8494809689,20.631706823243,66.424581005586,98.401598401598,120.66666666667,334.25655976676,1.0,30
Axis,2009-09-04,Axis Flexi Cap Fund Direct   Growth,11358.416202,Equity,2017-11-20,0.69,Flexi Cap,20.75,500,100,109.7,4.0178571429,16.0486995019,13.290113452188,68.976631748589,77.261200338123,82.506527415143,0.0,1.0,360
CANARA_ROBECO,1987-12-19,Canara Robeco Equity Hybrid Fund Direct Growth,8895.8521,Hybrid,2013-01-02,0.6,Aggressive Hybrid,300.22,5000,1000,319.159267,4.2942455729,17.6793643375,21.045673076923,67.338687344225,83.66565349544,89.815920085443,345.29108327192,1.0,365
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Nifty Next 50 Index Fund Direct   Growth,135.0644,Other,2019-12-23,0.35,Index,15.8218,500,500,57.882,3.6773880038,12.9972373714,14.523429566226,69.112779699868,0.0,0.0,0.0,0.0,0
INDIABULLS,2008-04-10,Groww Aggressive Hybrid Fund Direct   Growth,35.12285777,Hybrid,2018-12-13,0.44,Aggressive Hybrid,17.3842,500,500,76.498,4.129227901,17.3789287472,22.810264688691,66.269123520988,67.008572888476,0.0,0.0,1.0,7
Taurus,1993-08-20,Taurus Flexi Cap Fund Direct   Growth,260.2939,Equity,2013-01-01,2.6,Flexi Cap,170.5,500,500,164.880768,5.9129465668,15.4095263797,18.331488655229,66.093795514127,55.452562704471,44.561818642778,202.60038917389,1.0,365
DSP,1996-12-16,DSP Quant Fund Direct   Growth,1278.9701,Equity,2019-06-10,0.56,Sectoral / Thematic,17.83,100,100,80.08,4.3397647604,16.8515995068,14.292967758314,67.019105917269,90.339287601733,0.0,0.0,0.0,0
Tata,1995-06-30,Tata India Pharma & HealthCare Fund Direct Growth,565.85715117,Equity,2015-12-28,0.97,Sectoral / Thematic,22.2826,5000,150,117.168,7.2582875657,22.9243552879,10.624468318127,74.102103642893,128.10566671918,139.09281074535,0.0,0.25,30
RELIANCE,1995-06-30,Nippon India Pharma Fund Direct Growth,4959.5932,Equity,2012-12-31,1.03,Sectoral / Thematic,372.3279,5000,100,421.21884,7.1903961248,25.8983018266,7.75562586406,73.815991518947,142.73475844076,144.61807783072,404.90907023693,1.0,30
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Focused Fund Direct Growth,1691.165,Equity,2013-05-13,0.93,Focused,41.2491,500,500,310.076,2.182818527,17.829804841,15.923854969384,63.150042371364,77.175397058569,70.754009893569,326.36306924516,1.0,15
IDFC,1999-12-20,Bandhan Focused Equity Fund Direct Growth,1344.8342,Equity,2013-01-01,0.91,Focused,67.405,1000,100,241.102645,4.3196149511,20.1578947368,22.5004471472,69.445818901533,85.108108108108,61.380772855796,260.28595626489,1.0,365
Sundaram,1996-02-26,Sundaram Select Focus Fund Direct Growth,1353.89483932,Equity,2013-01-02,1.25,Focused,283.5119,100,100,210.214887,-2.5185602372,25.7063312983,39.32973171675,64.543592065095,66.600303570032,133.84141186446,0.0,1.0,365
MIRAE_ASSET,2019-04-26,Mirae Asset Healthcare Fund Direct   Growth,1683.62770316,Equity,2018-07-02,0.59,Sectoral / Thematic,26.954,5000,1000,163.98,7.5055996742,19.5399175837,7.492466813258,72.333202767985,156.41573579407,164.93376154155,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Asset Allocator Fund (FOF) Direct   Growth,19964.60636877,Other,2013-01-11,0.21,FoF Overseas/Domestic,99.4481,5000,1000,239.480995,3.1380861993,16.3714008609,25.31306423633,62.852499745309,71.824869149432,87.840037905709,256.69103171775,1.0,365
IDBI,2010-03-29,IDBI Long Term Value Fund Direct   Growth,95.7386,Equity,2018-08-20,1.67,Value,18.59,5000,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360
Edelweiss,2008-04-30,Edelweiss US Value Equity Offshore Fund Direct Growth,91.5325,Other,2013-08-07,1.41,FoF Overseas/Domestic,28.7297,5000,100,187.204,5.7681897025,14.5539756297,17.610155610155,61.540235444988,69.915043661405,76.198773006134,0.0,1.0,90
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Bal Bhavishya Yojna Direct   Growth,755.8291,Solution Oriented,2019-02-11,0.7,Children's,16.44,1000,500,64.7,5.7124518614,19.6947674419,17.558886509635,57.456978967495,65.694164989939,0.0,0.0,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Hybrid Equity Fund Direct Plan Growth,228.2207,Hybrid,2013-01-01,0.73,Aggressive Hybrid,118.8,5000,1000,221.925566,3.3864541833,20.514891469,14.000573011173,63.744855967078,65.653621981681,63.96978021978,220.80085998388,0.5,90
Shriram,1994-12-05,Shriram Long Term Equity Fund Direct   Growth,39.8953,Equity,2019-01-25,0.6,ELSS,18.202,500,500,84.054,5.5101409064,17.386618025,24.097522823199,63.65883587345,79.847370015341,0.0,0.0,0.0,0
SBI,1987-06-29,SBI Equity Hybrid Fund Direct Plan Growth,58312.3573,Hybrid,2013-01-01,1.34,Aggressive Hybrid,239.9893,1000,500,324.726124,4.0544074433,14.2776704973,19.260569091062,62.998936805268,68.68419162687,79.568884445265,329.85556224825,1.0,365
Tata,1995-06-30,Tata Quant Fund Direct   Growth,40.10983332,Equity,2020-01-22,0.88,Sectoral / Thematic,12.5089,5000,150,24.355,1.6146561093,22.6078383042,12.536424680096,61.855240723145,0.0,0.0,0.0,1.0,365
Axis,2009-09-04,Axis Long Term Equity Direct Plan Growth,32325.059499,Equity,2013-01-01,0.76,ELSS,79.1648,500,500,430.720851,2.4966580977,15.3470287534,7.102333777453,65.137113107441,67.876616295373,66.243599793192,430.73144758735,0.0,0
Baroda,1994-11-24,Baroda Equity Linked Saving Scheme 96 Direct  Growth,201.1005,Equity,2015-03-05,1.73,ELSS,75.3119,500,500,226.616521,-3.8376686924,18.4916822903,69.822709373255,62.510265444697,57.212618147316,80.565621102251,0.0,0.0,0
Tata,1995-06-30,Tata Retirement Savings Fund Moderate Plan Direct Growth,1684.20869006,Solution Oriented,2013-01-09,0.66,Retirement,55.3805,5000,150,357.748767,5.2585966582,20.3615680526,21.108718277683,61.812404343706,75.243342226151,69.676821775095,371.03795921485,1.0,1830
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Pharma Healthcare And Diagnostics (P.H.D) Fund Direct   Growth,2881.58574803,Equity,2018-07-13,1.18,Sectoral / Thematic,24.67,5000,100,142.3,7.3548958795,24.1290983607,9.986382206082,70.633802816901,143.76257545272,142.05794205794,0.0,1.0,15
HSBC,2002-05-27,HSBC Aggressive Hybrid Fund Direct Growth,4910.36357155,Hybrid,2013-01-01,0.84,Aggressive Hybrid,45.0348,5000,1000,292.960725,3.8511461962,19.2696243588,18.323824871018,63.536596317916,66.534973643104,63.824963564064,303.05715904664,1.0,365
HDFC,1999-12-10,HDFC Multi Asset Fund Direct Growth,1840.1855,Hybrid,2013-01-01,0.86,Multi Asset Allocation,58.78,100,100,208.817079,3.5203501094,17.0569488707,23.920286666247,61.790375092336,80.965787379888,80.523841504365,210.28349257819,1.0,360
HSBC,2002-05-27,HSBC Managed Solutions India Moderate Fund Direct  Growth,60.3742665,Other,2014-04-30,0.76,FoF Overseas/Domestic,28.1609,5000,1000,182.371,3.4959114183,17.3363085963,19.128802261317,61.052997809819,66.310922637453,65.906380178496,0.0,1.0,365
UTI,2002-11-14,UTI MNC Fund Direct Growth,2581.7566,Equity,2013-01-01,1.22,Sectoral / Thematic,333.9715,5000,500,345.524052,3.206115116,14.0950707041,18.72322435376,59.147186973938,73.266589438018,57.313170425211,346.98905968107,1.0,365
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Retirement Fund   The 30s Plan Direct   Growth,294.2255,Solution Oriented,2019-03-11,1.04,Retirement,15.896,1000,500,60.34,8.55788761,20.8471510401,18.656108932139,59.653489993029,68.141778523489,0.0,0.0,0.0,0
Sundaram,1996-02-26,Sundaram Equity Hybrid Fund Direct Growth,1954.0070301,Hybrid,2013-01-02,1.01,Aggressive Hybrid,146.339,100,100,191.027293,1.906884855,28.7586765763,43.593774224378,61.39790911407,68.850484262898,106.46953587069,0.0,1.0,365
Taurus,1993-08-20,Taurus Largecap Equity Fund Direct Growth,34.5781,Equity,2013-01-01,2.52,Large Cap,117.9,500,500,165.73536,4.3627106742,14.0322271245,16.868180477735,62.041706419517,56.660956647779,54.583279157456,204.29997440491,1.0,365
Baroda,1994-11-24,Baroda BNP Paribas Balanced Advantage Fund Direct   Growth,3220.053,Hybrid,2018-11-14,0.68,Dynamic Asset Allocation,19.615,5000,500,98.15,3.9519035553,20.4412837345,24.701069855254,60.575364667747,86.406396989651,0.0,0.0,1.0,365
Axis,2009-09-04,Axis ESG Equity Fund Direct   Growth,1496.359297,Equity,2020-02-12,1.01,Sectoral / Thematic,17.07,500,100,71.7,3.43995172,15.5765340526,12.075718015665,61.828463713477,0.0,0.0,0.0,1.0,360
Sundaram,1996-02-26,Sundaram Diversified Equity Fund Direct Growth,1682.51047959,Equity,2013-01-02,1.57,ELSS,177.8986,500,250,270.341157,6.1542889837,21.5363412744,29.058313999338,94.57548009542,82.794435738742,71.743531822822,307.01377839466,0.0,0
DSP,1996-12-16,DSP World Mining Fund Direct Plan Growth,184.5469,Other,2013-01-03,1.51,FoF Overseas/Domestic,17.2837,100,100,63.727328,5.6885725242,28.4667598905,13.733227588963,65.298472495548,99.563289134271,102.36333390696,113.95128814711,0.0,0
Edelweiss,2008-04-30,Edelweiss Balanced Advantage Fund Direct Growth,9247.24525585,Hybrid,2013-01-21,0.49,Dynamic Asset Allocation,44.2,5000,500,248.584906,3.6707972878,16.592164081,20.554649265905,59.324469996406,83.147459727385,82.094455852156,240.03067484663,1.0,90
Invesco,2006-07-24,Invesco India Equity & Bond Fund Direct   Growth,403.2306,Hybrid,2018-06-30,0.76,Aggressive Hybrid,17.1116,1000,500,71.399,3.6564199017,17.7951424684,18.058023721949,59.288309805488,65.913886899115,67.2528030133,0.0,1.0,365
Invesco,2006-07-24,Invesco India   Invesco Pan European Equity FoF Direct Growth,34.9843,Other,2014-01-31,0.51,FoF Overseas/Domestic,16.8765,1000,500,69.739,5.6096513878,35.3677696166,20.464287742008,59.167119896476,57.884994605052,39.909001739187,0.0,1.0,365
DSP,1996-12-16,DSP World Energy Fund Direct Plan Growth,169.4867,Other,2013-01-03,1.55,FoF Overseas/Domestic,19.0681,100,100,67.337719,3.9227279568,28.796781113,17.485279551793,58.230624437351,49.783469294474,31.282253245695,46.131346036112,0.0,0
DSP,1996-12-16,DSP US Flexible Equity Direct Plan Growth,771.2634,Other,2013-01-03,1.49,FoF Overseas/Domestic,50.0417,100,100,367.189072,3.5743018763,16.5395195692,14.743859130603,59.156711398648,88.039217170188,92.753909886427,282.42831417094,0.0,0
HSBC,2002-05-27,HSBC Tax Saver Equity Fund Direct Growth,190.69348764,Equity,2013-01-01,1.3,ELSS,68.0049,500,500,301.317644,5.9694600847,19.2426659438,24.944647162074,87.494296214325,83.8882308488,78.9092340704,341.96895530079,0.0,0
IDFC,1999-12-20,Bandhan Asset Allocation Aggressive Direct Plan Growth,15.3827,Other,2013-01-01,0.71,FoF Overseas/Domestic,36.6177,1000,100,177.443004,4.2372689828,16.406444713,18.181177593501,59.994883313531,60.519000282774,56.120605396439,191.07855666525,1.0,365
Axis,2009-09-04,Axis Bluechip Fund Direct Plan Growth,33987.010601,Equity,2013-01-01,0.62,Large Cap,52.31,500,100,331.026059,4.9781832606,14.840529399,12.497343251859,59.957691145361,69.484470060838,74.859596960687,314.8119122257,1.0,360
Tata,1995-06-30,Tata Balanced Advantage Fund Direct   Growth,7108.96981241,Hybrid,2019-01-28,0.36,Dynamic Asset Allocation,17.893,5000,150,79.119,3.6106596019,16.2574397518,23.621569019897,57.025510651354,71.762415734108,0.0,0.0,1.0,90
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Asset Allocator FoF Direct Growth,161.9035,Other,2013-01-01,0.4,FoF Overseas/Domestic,24.7059,1000,1000,146.889,3.8631755193,15.1985852666,17.01732350641,58.221609843629,72.844251219904,73.136369374044,0.0,1.0,365
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Equity Hybrid Fund Direct   Growth,413.4617,Hybrid,2018-09-14,0.91,Aggressive Hybrid,18.2144,500,500,82.022,2.6297094013,18.0229014563,19.172700965051,56.019748684278,73.232198260273,0.0,0.0,1.0,15
Sundaram,1996-02-26,Sundaram Smart NIFTY 100 Equal Weight Fund Direct   Growth,38.40746821,Other,2017-01-12,0.64,Index,18.6214,100,100,86.214,2.2962743224,33.1659944506,52.74209688797,56.852736293263,45.742707542518,0.0,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Balanced Advantage Direct Growth,47661.75021341,Hybrid,2012-12-31,0.91,Dynamic Asset Allocation,62.21,500,100,257.873563,2.671063479,13.7351598174,22.917489143308,54.708074534161,63.010471204188,72.972222222222,265.64885496183,1.0,365
Axis,2009-09-04,Axis Equity Hybrid Fund Direct   Growth,1743.049402,Hybrid,2018-08-09,0.92,Aggressive Hybrid,17.13,500,100,72.5,3.2315978456,12.5979112272,14.011896893588,57.678244972577,67.638483965014,0.0,0.0,1.0,360
LIC,1994-04-20,LIC MF Children's Gift Fund Direct Growth,13.761,Solution Oriented,2013-01-16,1.85,Children's,28.5688,5000,1000,177.079498,4.9537118159,16.2316661007,18.139718360789,54.852018420273,60.22403031654,66.293213643278,172.41425052113,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Balanced Advantage Fund Direct Growth,6641.13965283,Hybrid,2013-01-01,0.7,Dynamic Asset Allocation,91.05,100,100,231.443112,3.2967032967,16.3158566144,19.127253723543,55.226421518556,63.874910136592,72.135170851425,235.34387642516,0.25,7
RELIANCE,1995-06-30,Nippon India Balanced Advantage Fund Direct Growth,6902.4925,Hybrid,2012-12-31,0.55,Dynamic Asset Allocation,150.5251,100,100,230.471695,3.1320662721,14.2151297493,18.535265764361,54.653036285498,59.065286709977,68.592394407191,246.25583983225,1.0,360
MOTILAL_OSWAL,2009-12-29,Motilal Oswal S&P 500 Index Fund Direct   Growth,2830.0104,Other,2020-04-28,0.55,Index,17.063,500,500,71.513,5.4653343582,19.2453695979,15.367230118318,56.247608636239,0.0,0.0,0.0,1.0,7
IDBI,2010-03-29,IDBI Hybrid Equity Fund Direct   Growth,179.0436,Hybrid,2016-10-24,1.67,Aggressive Hybrid,18.6554,5000,500,87.134,3.7322409521,15.5954462063,18.366572420729,54.914816470471,63.837890368502,49.338036374083,0.0,1.0,360
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life International Equity Fund Plan B Direct Growth,93.1895,Equity,2013-01-02,2.19,Sectoral / Thematic,30.2806,1000,1000,189.309044,5.3318733741,15.9577408556,9.457632892081,69.701055659492,65.306334655903,57.943558718489,208.32108443573,1.0,30
UTI,2002-11-14,UTI Healthcare Fund Direct Growth,733.0582,Equity,2013-01-01,1.45,Sectoral / Thematic,197.9045,5000,500,299.343252,6.8024816594,21.14989237,3.350476466291,62.251035957759,125.17032524264,115.20474572366,258.88721696896,1.0,30
